cep;logradouro
03316-155;Praça Dom Justino José Sant'Ana
03316-959;Rua Isidro Tinoco 147
03316-970;Rua Isidro Tinoco 147
03317-000;Rua Serra de Botucatu
03317-001;Rua Serra de Botucatu
03317-005;Rua Dom Manuel da Cruz
03317-007;Rua Pedro Gabriel
03317-010;Rua Salim Dabdab
03317-020;Travessa Major Brito
03317-025;Travessa Edna
03317-030;Rua Carmem Miranda
03317-035;Rua Matias Ruben
03317-038;Rua Maria Pinto Ribeiro
03317-039;Travessa Maria Pinto Ribeiro
03317-040;Rua Diamante Preto
03317-045;Rua José Joaquim de Lima
03317-047;Rua João José de Lima
03317-049;Rua da Paz
03317-050;Rua Maria de Jesus
03317-055;Rua José Cardoso
03317-060;Travessa Valdemar Rosa e Silva
03317-070;Rua Helena Domingues Machado
03317-080;Rua Pedro Bellegarde
03317-090;Rua Horácio Hora
03317-100;Viela Agenor Munari
03317-110;Travessa Antônio Carlos de Assis
03318-000;Rua Serra de Bragança
03318-005;Travessa Mercedes Gonçalves Veiga Businari
03318-010;Rua Abrahão Garfinkel
03318-020;Rua Luiz Jamelli
03318-030;Rua Júlia Izar
03318-040;Rua Manoel dos Santos
03318-050;Rua Ângelo Marinelli
03318-060;Rua Oriel Pereira do Valle
03318-070;Rua Doutor Paulo David Albuquerque
03318-080;Rua Cacaueira
03318-090;Travessa Vera Lúcia
03318-100;Rua João Cortona
03318-110;Rua Arcádia
03318-900;Rua Serra de Bragança 1341
03318-902;Rua Serra de Bragança 1383
03319-000;Rua Cantagalo
03319-001;Rua Cantagalo
03319-002;Rua Cantagalo
03319-005;Rua Encantado
03319-010;Rua Marquês de Aracati
03319-020;Rua Tacape
03319-030;Rua Majuruna
03319-040;Rua Jaúna
03319-050;Rua Maria Ester Marconato
03319-060;Rua da Amizade do Tatuapé
03319-070;Rua Tiquara
03319-080;Rua José Augusto Ribeiro
03319-090;Rua Umberto Corradi
03319-095;Rua Maicatira
03319-100;Rua Aralu
03319-105;Rua Águas de Santa Bárbara
03319-110;Rua Joaquim Pinto
03319-120;Rua João Nóbrega Colangelo
03319-125;Praça Antônio de Paiva Monteiro
03319-130;Praça Nicola Antônio Camardo
03319-140;Rua Suruí
03319-900;Rua Cantagalo 74
03319-901;Rua Cantagalo 2187
03319-902;Rua Cantagalo 2353/2391
03320-000;Rua Emílio Mallet
03320-001;Rua Emílio Mallet
03320-002;Travessa Francisco Ruiz
03320-003;Praça José Luiz
03320-005;Rua Jerônimo José da Silva
03320-010;Rua Antônio João Fiore
03320-020;Rua Antônio Ciucio
03320-030;Rua Alfredo do Vale Cabral
03320-040;Rua Henrique Dumont
03320-900;Rua Emílio Mallet 95
03320-901;Rua Emílio Mallet 1229
03321-000;Rua Euclides Pacheco
03321-001;Rua Euclides Pacheco
03321-003;Rua Campo Alegre de Goiás
03321-005;Rua Vézio de Angeli
03321-006;Rua Agripina Simões Alvim
03321-007;Travessa Lírio Asteca
03321-009;Travessa São Clemente
03321-010;Rua Urupás
03321-020;Rua Izabel Morales Motta
03321-030;Rua Itupiru
03321-040;Rua Aiapaina
03321-050;Rua Espumoso
03321-060;Rua Valadolid
03321-070;Travessa Canto da Graúna
03321-900;Rua Euclides Pacheco 803
03321-901;Rua Euclides Pacheco 1035
03322-000;Rua Azevedo Soares
03322-001;Rua Azevedo Soares
03322-002;Rua Azevedo Soares
03322-007;Travessa Orlando Dias
03322-010;Rua Cecília Roizen
03322-020;Rua João Colaneri
03322-030;Rua Doutor Antônio Luciano Viviani
03322-040;Rua José Romano
03322-050;Rua José do Carmo
03322-060;Rua Zabel Burunsuzian
03322-070;Rua Antônio Fernandes de Abreu
03322-080;Largo Nossa Senhora do Bom Parto
03322-090;Travessa José Pires
03322-900;Rua Azevedo Soares 690/736
03322-901;Rua Azevedo Soares 1301/1359
03323-000;Praça Sílvio Romero
03323-020;Rua Serra de Juréa
03323-030;Rua João Barbosa
03323-040;Rua Coelho Lisboa
03323-045;Rua Professora Aída Spinelli Campana
03323-050;Rua da Saudade
03323-900;Praça Sílvio Romero 132
03323-902;Rua Serra de Juréa 767
03323-903;Rua Serra de Juréa 799
03324-002;Rua Itapeti
03324-005;Rua Teresa de Sande
03324-007;Rua Pedro Ribeiro Francês
03324-009;Travessa Lydia Braga
03324-010;Rua Miramonte
03324-020;Rua Coronel Silva Tavares
03324-030;Rua Padre José Morschhauser
03324-040;Rua Doutor Roberto Reid Kalley
03324-050;Rua Mozart de Andrade
03324-060;Rua Otelo Rizzo
03324-070;Rua Adrianópolis
03324-080;Rua Dona Cândida
03324-090;Rua Guatacaba
03324-100;Rua Arapanema
03324-110;Rua Astro
03324-120;Rua Eliane Pereira Lopes
03324-130;Rua Miguel Jorge
03325-000;Rua Aguapeí
03325-010;Rua Nelson de Godói Pereira
03325-020;Rua Nestor Moreno Fernandes
03325-030;Rua Lory Ferreira de Faria
03325-040;Rua Clotilde de Verginia Sanchez
03325-050;Rua Nestor de Barros
03325-060;Rua Mossâmedes
03325-070;Praça General Costa Barreto
03325-080;Rua Mina
03325-090;Rua Acrópole
03325-100;Rua Alcacer-Kehir
03325-110;Rua Orlando Valderano
03325-115;Rua Padre Diogo Nunes
03325-120;Rua Afonso Henriques
03325-130;Rua Antônio Pizzoli
03325-135;Travessa Maranta Vermelha
03325-140;Rua Ferreira França
03330-000;Avenida Álvaro Ramos
03330-002;Avenida Álvaro Ramos
03330-010;Vila Gonçalves
03330-020;Rua Matão
03330-030;Rua Castelo Branco
03330-040;Rua Joaquina de Almeida
03331-000;Avenida Álvaro Ramos
03331-001;Avenida Álvaro Ramos
03331-010;Rua Gustavo da Paixão
03331-015;Rua Silva
03331-020;Rua Monte Azul
03331-030;Rua Florindo Brás
03331-900;Avenida Álvaro Ramos 991
03331-959;Avenida Álvaro Ramos 2227
03331-970;Avenida Álvaro Ramos 2227
03331-999;Avenida Álvaro Ramos
03332-000;Rua Demétrio Ribeiro
03332-005;Praça Joana Lombello Malavazi
03332-010;Rua Torrinha
03332-020;Rua Cambembé
03332-030;Rua Visconde de Pedra Branca
03332-040;Rua Marques de Carvalho
03332-050;Rua Itapetininga
03332-060;Rua Bruno Seabra
03332-070;Rua Monte Alto
03332-080;Rua Serra Negra
03333-000;Rua Marechal Barbacena
03333-001;Praça Thereza S Reikdal
03333-005;Travessa Cassiano de Sousa Amigo
03333-010;Rua Guapeva
03333-020;Rua Paracambi
03333-025;Praça Florestan Fernandes
03333-030;Rua Pedro Domingues
03333-035;Praça Armando Cardarelli
03333-040;Rua Doutor João Grieco
03333-050;Rua Coronel Irineu de Castro
03333-055;Praça Cláudio Mano Júnior
03333-060;Rua Eunice Weaver
03333-070;Rua Apinim
03333-080;Travessa Canto da Verônica
03333-090;Rua Professor Jerônimo Azevedo
03334-000;Rua Bento Gonçalves
03334-010;Rua Freire de Andrade
03334-013;Vila Cirosa
03334-020;Praça Ituzaingo
03334-030;Rua Bento Manuel
03334-040;Rua Rodrigues Barbosa
03334-050;Rua Sebastião Barbosa
03334-060;Rua General Calado
03334-070;Rua Dante Pellacani
03335-000;Rua Barão do Serro Largo
03335-003;Praça Rosa Laudelina de Carvalho
03335-005;Rua Alfredo Vaz Medeiros
03335-007;Rua Pedro Nicolau Bernardo
03335-010;Rua Caetanos
03335-020;Rua Batista da Costa
03335-030;Rua Ana Camacho
03335-040;Travessa Denis Doche
03335-045;Rua da Meação
03335-050;Rua Maria Otília
03335-055;Rua Dora Prado Fabiano
03335-060;Praça Vinte de Janeiro
03335-070;Rua Armindo Guaraná
03335-075;Praça Coronel Xavier Chaves
03335-080;Rua Alonso Calhamares
03335-085;Praça Fernando Zago
03335-090;Rua Francisco Zicardi
03335-092;Praça João Giabardo
03335-095;Praça Guiomar César Bueno
03335-100;Rua Inspetor Mário Teixeira
03335-105;Travessa Albano Alves Gomes
03335-110;Rua Doutor Rone Amorim
03335-120;Rua Caririaçu
03335-130;Rua Guandu
03336-000;Rua Emília Marengo
03336-006;Rua Antônio Moutinho
03336-007;Rua Joaquina Augusta Sá dos Anjos
03336-008;Rua Joaquim Sabino
03336-009;Rua Alice de Lima
03336-010;Rua Cândido Lacerda
03336-020;Rua Lucília de Queiroz
03336-030;Rua Júlio Alfredo Manuel
03336-040;Rua Rosa das Neves
03336-050;Travessa Antióquia
03336-055;Rua Dona Januária
03336-060;Rua Canuto Abreu
03336-070;Travessa Anézio Collepicolo
03336-900;Rua Emília Marengo 801
03337-000;Rua Eleonora Cintra
03337-005;Rua José Alexandre Almeida Luiz
03337-010;Rua Professor João de Oliveira Torres
03337-020;Rua José Oscar Abreu Sampaio
03337-021;Rua Felisbela Gonçalves
03337-030;Praça Marechal Rodrigues Ribas Junior
03337-040;Rua Maestro Tom Jobim
03337-045;Travessa Comendador Costabile Raso
03337-050;Rua Nello Bini
03337-055;Rua Valter Gazarra
03337-060;Rua Luiz dos Santos Cabral
03337-070;Rua Nagib Izar
03337-075;Rua Antônio Daminello
03337-080;Rua Padre Landell de Moura
03337-090;Rua Americana
03337-900;Rua Maestro Tom Jobim 85
03338-000;Rua Antônio Alves Barril
03338-003;Praça Trabalhador
03338-010;Rua Domingos Marcellini
03338-020;Rua Campina Grande do Sul
03338-025;Rua Campina Verde
03338-030;Rua Campinaçu
03338-035;Rua Campo de Brito
03338-050;Rua Antônio Carlos Luiz Filho
03340-000;Avenida Vereador Abel Ferreira
03340-010;Avenida Vereador Abel Ferreira
03342-000;Avenida Regente Feijó
03342-001;Rua Jacob Fath
03342-003;Praça Professor Augusto Baillot
03342-005;Rua José Ribeiro
03342-010;Rua Aureliano Lessa
03342-035;Travessa Evocação
03342-065;Rua Ibateguara
03342-900;Avenida Regente Feijó 1739
03343-000;Rua Pantojo
03343-010;Rua Água Rasa
03343-015;Largo do Arroz
03343-020;Rua Zacatecas
03343-030;Rua Jalisco
03344-000;Rua Bom Jesus
03344-005;Travessa André Gelly
03344-010;Rua Antônio Mortaro
03344-015;Rua Baguassu
03344-020;Rua Gregório de Matos
03344-030;Rua Teófilo Dias
03344-040;Rua Anália Franco
03344-045;Rua Joaquim Marques
03344-050;Rua do Alípio
03344-060;Rua Antônio Veloso
03344-070;Rua Baía das Garças
03344-080;Rua Adolfo D'Ávila
03344-090;Rua Oscar Ferreira do Amaral
03344-100;Rua Barra do Morro
03344-110;Travessa Suspiro Branco
03344-120;Rua Girolamo Carli
03345-000;Avenida Sapopemba
03345-001;Avenida Sapopemba
03345-002;Travessa Renato Fiorante
03345-003;Praça Lourenço Mendes
03345-004;Travessa Nicola Aurichio
03345-005;Rua Diogo Moreno
03345-007;Travessa Professor Luiz Alves Lobo
03345-010;Rua João Fialho de Carvalho
03345-020;Rua João Carnevalli
03345-030;Rua Antônio Gomes Castilho
03345-040;Rua Francisco Marcelino da Silva
03345-050;Rua Tocandira
03345-060;Rua Luís Geraldo da Silva
03345-070;Praça Vinte e Dois de Março
03345-900;Avenida Sapopemba 2534/2600
03346-000;Rua Ibó
03346-005;Travessa Amador Martin
03346-010;Rua Butiá
03346-020;Rua Miragem
03346-030;Rua Capituba
03346-040;Praça do Bom Abrigo
03346-050;Rua Doutor Caio Celidônio
03346-060;Rua Alinare
03346-070;Praça Marcondes Ferraz
03346-080;Rua Jabaeté
03346-090;Rua Furquim de Lorena
03346-100;Rua Pico Negro
03346-110;Rua Maria Adelaide
03346-115;Travessa Maria Adelaide
03347-000;Rua Oiti
03347-010;Rua Managé
03347-020;Rua Arariba
03347-021;Praça Antônio Henrique Jeremias
03347-030;Rua José Coelho
03347-040;Rua Balisa
03347-050;Rua Doutor Francisco Carlos de Castro Neves
03347-060;Rua Emiliano Di Cavalcanti
03347-070;Rua Maestro Artur Elias Kauffmann
03347-080;Rua Barraquinha
03347-090;Rua Araim
03347-100;Rua do Açal
03347-110;Rua Yucatan
03348-000;Rua Capitão Ferraiuolo
03348-005;Rua Santiago Rodrigues
03348-010;Rua Hermann Teles Ribeiro
03348-013;Travessa José Duarte
03348-015;Travessa Patará
03348-020;Rua Amélio Koga
03348-025;Praça Pantaleon Segura Lopez
03348-030;Rua Professor Giuliani
03348-035;Travessa Humberto Cimino
03348-040;Rua João Teixeira da Silva
03348-050;Rua Salvador Archina
03348-055;Rua Francesco Brusa
03348-060;Rua Soldado Ocimar Guimarães da Silva
03348-070;Rua Gabriel Grupello
03348-080;Travessa Cacimba de Areia
03349-000;Rua Engenheiro Cestari
03349-001;Travessa Heitor Pereira de Souza
03349-005;Travessa Engenheiro Cestari
03349-010;Travessa Edna Fongaro
03349-015;Rua Lefosse
03349-020;Rua Artur Bernardes
03349-030;Rua Plácido de Castro
03349-035;Praça Guaraciaba do Norte
03349-040;Rua João Gomes Alves
03349-045;Rua Manoel Gomes
03349-050;Rua Piranji
03349-060;Rua José de Miranda
03349-065;Travessa Alexandre Antônio Vandelli
03350-000;Rua Aparecida Campanhola Parra
03350-005;Rua Doutor Gabriel de Resende
03350-010;Rua Almirante Alexandrino
03350-015;Rua Luiz Benvenute
03350-020;Rua Sertões de Canindé
03350-030;Rua Manuel Veiga
03350-040;Praça Manoel de Mesquita
03350-050;Rua Marumbi
03350-060;Rua Quixadá
03350-070;Rua Sertões de Cratéus
03350-080;Rua Capitão Lorena
03350-090;Travessa Nigri
03350-100;Praça São Luís do Curu
03350-110;Rua General Argolo
03350-120;Rua General Severiano
03350-130;Rua Paul Rivet
03350-959;Rua Doutor Gabriel de Resende 437
03350-970;Rua Doutor Gabriel de Resende 437
03351-000;Rua Padre Maurício
03351-010;Rua Doutor Carlos Signorelli
03351-020;Rua Dias Vilela
03351-030;Rua Tereza Rodrigues Peres
03351-035;Travessa Aída Boni
03351-037;Rua Carnaíba
03351-040;Rua José Peixoto
03351-050;Rua Raimundo Correia
03351-055;Travessa Filipo Amadei
03351-060;Rua José Martorano Sobrinho
03351-070;Praça Guilherme de Salisbury
03351-080;Rua Tenente Chantré
03351-085;Praça Brumas de Outono
03351-090;Rua Doutor Goulart Penteado
03351-100;Rua João Bizarro da Nave
03351-105;Praça Eduardo Taberneiro Rangel
03351-107;Praça Coronel-Polícia Militar Hélio Guaycuru de Carvalho
03351-110;Rua Lavínia Ribeiro
03351-120;Rua Juliano Moreira
03351-125;Parque Dom Pedro I
03351-130;Rua Lúcia Miguel Pereira
03351-140;Rua Doutor Carvalho Parreiras
03351-150;Praça Henrique Manograsso
03355-000;Rua Acuruí
03355-003;Praça Bela Lorena
03355-005;Praça Costa Silveira
03355-007;Praça Victor Bruno
03355-008;Praça Comendador Antônio Bolzan
03355-010;Rua Curupá
03355-011;Travessa Amanda Campodônico
03355-020;Rua Bimbarra
03355-030;Praça Santo Atanásio
03355-040;Rua Djair Pereira de Macedo
03355-050;Rua Catuquina
03355-055;Travessa dos Celtas
03356-000;Avenida Doutor Eduardo Cotching
03356-001;Avenida Doutor Eduardo Cotching
03356-010;Praça José Piccin
03356-020;Rua Joaquim Figueira
03356-030;Praça Nossa Senhora das Vitórias
03356-040;Rua Santa Brígida
03356-050;Praça Coxim
03356-060;Praça Doutor Sampaio Vidal
03356-900;Praça Doutor Sampaio Vidal 121
03356-970;Avenida Doutor Eduardo Cotching 2492
03357-000;Rua Templários
03357-003;Avenida Vereador Abel Ferreira
03357-005;Praça Antônio Pereira Martins
03357-010;Rua Camberra
03357-015;Rua Palmyra Figueira de Carvalho
03357-020;Rua Chagu
03357-025;Praça Antônio Darago
03357-030;Travessa Araguaína
03357-035;Praça Cidade de Soledade
03357-037;Rua Potá
03357-040;Praça Barão de Macaúbas
03357-050;Rua Bacairis
03357-060;Rua Aratuípe
03357-070;Rua Nicolau Coelho
03357-075;Praça Cisne Errante
03357-080;Rua Jorge Bittar
03357-090;Rua Ápio Claudio
03357-100;Travessa Mário Ghirelli
03358-000;Rua Arapaçu
03358-005;Praça Raimundo Álvaro de Menezes
03358-010;Rua Tauandê
03358-020;Praça Sete de Fevereiro
03358-040;Rua Anjo Custódio
03358-045;Travessa Convento da Ajuda
03358-050;Rua Granjão
03358-060;Rua Eufrates
03358-065;Rua Maestro Bernardo Léo M. Federowski
03358-070;Praça Nelson Rodrigues
03358-080;Praça Arapoti
03358-090;Praça Santo Arsênio
03358-100;Rua Rio Real
03358-110;Rua Gonçalo Coelho
03358-120;Praça Monsenhor Heládio Laurini
03358-130;Rua Asfaltite
03358-140;Rua Jacaracanga
03358-150;Rua Ituri
03358-160;Travessa Aral Moreira
03359-000;Rua Dona Vitória Speers
03359-002;Praça Pastor Artur Melo da Silva
03359-005;Praça Luís Carlos Marquart
03359-010;Rua São Marinho
03359-020;Travessa dos Terciários
03359-025;Praça Leão X
03359-030;Rua Batista de Oliveira
03359-040;Rua Codajás
03359-050;Rua Botucaraí
03359-060;Praça Marechal Leitão Bandeira
03359-070;Praça Marquês de Nazaré
03359-080;Praça Barros Cabral
03359-089;Praça Domingos Ditano
03359-090;Travessa Juvenal Antônio Schalch
03359-095;Rua Chamatu
03359-100;Rua Delhi
03359-105;Travessa Arthur Otsuzi
03359-110;Rua Tirana
03359-120;Praça Canárias
03359-125;Praça Laudinir Godói Pavão
03359-130;Rua Balzac
03359-140;Rua Tanganica
03360-000;Rua Angá
03360-010;Rua Saigon
03360-015;Rua Mandioré
03360-018;Travessa Ettore Pravato
03360-020;Rua Clóvis Fiuza
03360-025;Rua Santa Batilde
03360-030;Praça Doutor Luiz Antônio de Souza
03360-040;Rua Araiporanga
03360-050;Praça São Ciríaco
03360-060;Rua Argonautas
03360-070;Rua São Ticiano
03360-080;Praça Skal
03360-090;Praça Luigi Faccio
03361-000;Avenida João XXIII
03361-001;Avenida João XXIII
03361-010;Avenida Cipriano Rodrigues
03361-020;Viela Luiz Narduci
03362-000;Rua Arapoca
03362-010;Rua Diogo Marinho Silva
03362-015;Rua Salvador do Vale
03362-020;Praça Universo
03362-030;Rua Cristóvão Girão
03362-040;Praça Comendador Tadashi Nishii
03362-050;Rua Aracê
03362-060;Rua Vênus
03362-063;Rua Luís Romeu
03362-065;Travessa André Salai
03362-067;Travessa Rosa do Deserto
03362-070;Rua Anambés
03362-075;Travessa Adelaide Carraro
03362-080;Praça João Pastorelli
03363-000;Rua Oswaldo Arouca
03363-001;Praça Franz Jegersbacher
03363-010;Rua Lácio
03363-020;Rua Dirceu
03363-030;Rua Correia Sardinha
03363-040;Travessa Aldabra
03363-050;Rua Ingaíbos
03363-060;Rua Iru
03363-070;Rua Arapiranga
03363-080;Avenida Xavier Pinheiro
03363-090;Rua Maria Pedrosa
03363-100;Avenida Dedo de Deus
03363-105;Praça João Casetta
03363-110;Praça Diogo de Aguirre
03363-120;Praça Alice Martins Domingos
03363-130;Praça João Ubiale Netto
03364-000;Rua Filhas do Sagrado Coração
03364-010;Rua Planalto
03364-020;Rua Caparaó
03364-030;Rua Chaberá
03364-040;Rua Jacurutu
03364-050;Rua Cabinari
03364-060;Rua Padre Júlio Chevalier
03364-070;Praça Libéria
03364-080;Praça Comendador Heitaro Yoshida
03365-000;Rua Ouricuri
03365-005;Rua Juruaia
03365-010;Praça Carmópolis
03365-030;Rua Almirante Silvado
03365-040;Praça Naviraí
03365-050;Rua Itanhomi
03365-055;Via de Pedestre Forte Garcia D'Ávila
03365-060;Rua Irmã Clotilde
03365-070;Rua Engenheiro Joseph Nicolas Cugnot
03365-075;Praça Platão
03365-080;Rua Oati
03365-090;Travessa Benedicto Jiamellaro
03365-100;Rua Cataldo Amodei
03365-110;Rua Medeiros Furtado
03365-112;Travessa Ivan Cetinic Shafa
03365-120;Rua Lábrea
03365-959;Rua Ouricuri 447
03365-970;Rua Ouricuri 447
03365-999;Rua Ouricuri 447
03366-000;Avenida Trumain
03366-005;Praça Constâncio Vaz Guimarães
03366-010;Avenida Flor de Vila Formosa
03366-015;Praça Mário Andrés
03366-018;Travessa Forte do Rio Vermelho
03366-020;Rua Nova Trento
03366-030;Rua Vicente Álvares
03366-040;Rua Azevedo e Britto
03366-045;Praça Lizarda
03366-050;Rua Muniz Barreiros
03366-060;Rua Pereira Barbosa
03366-070;Rua Banharão
03366-080;Rua Horácio Rodrigues
03366-090;Rua Autazes
03366-100;Praça Iaciara
03366-110;Travessa Alberto Stuchi
03366-120;Praça Domenico Guaglione
03367-000;Avenida Henrique Morize
03367-010;Rua Antônio Baena
03367-020;Avenida Professor Carini
03367-030;Rua Homero Batista
03367-035;Praça Severino Martins da Silva
03367-040;Rua Nossa Senhora das Dores
03367-045;Praça João dos Santos Pato
03367-050;Rua Alexandre Correia
03367-060;Rua Inhapim
03367-070;Rua Gaspar Viana
03370-000;Rua Bruna
03370-010;Avenida Luca
03370-020;Rua Maria Afonso
03370-022;Travessa Cutiaia
03370-025;Via de Pedestre Cafarnaum
03370-030;Rua André Sanches Cuenca
03370-040;Rua Paulina
03370-045;Rua Padre Constantino Galassi
03370-050;Rua Agenor Chaves
03370-055;Rua Nossa Senhora dos Anjos
03370-060;Praça Laurinda Freitas Possebon
03371-000;Avenida Montemagno
03371-001;Travessa Calcoene
03371-002;Travessa L'Abbate
03371-003;Travessa Montemagno
03371-004;Rua Pedro Laroche
03371-005;Travessa Joao Batista Alves dos Santos
03371-006;Rua Salvador Felisoni
03371-007;Travessa Nebulosa
03371-008;Rua Júlia Benedita Galvão
03371-009;Travessa Norma Geraldy
03371-010;Praça Professor Sérgio Buarque de Hollanda
03371-015;Travessa Chehad Turcão
03371-018;Viela Luiz Antônio Rodrigues de Faria
03371-020;Rua Nebulosa
03371-030;Rua Afonso Galiano
03371-035;Avenida Montemagno
03371-040;Travessa Rigoletto
03371-050;Travessa Edivino Torres
03372-000;Rua Gaspar Rodrigues
03372-005;Travessa Gaspar Rodrigues
03372-007;Travessa Luís Sullivan
03372-010;Rua Miranda Jordão
03372-015;Avenida Vereador Abel Ferreira
03372-020;Rua Armando Dias
03372-030;Rua Antônio André Rodrigues
03372-040;Rua Marfisa
03372-050;Rua Florio
03372-060;Rua Francisco Abbamonte
03372-070;Rua Diego Rojas
03373-000;Rua Grecco
03373-005;Rua Maestro Pedro Baccarelli
03373-008;Travessa Éster Rosa Filners
03373-010;Rua Ford
03373-015;Rua José da Rocha Vita
03373-020;Rua Gil Soverosa
03373-025;Avenida Montemagno
03373-030;Rua Caio Viana Martins
03373-033;Rua Seis de Junho
03373-034;Rua Sousa Oliveira
03373-035;Travessa Nova
03373-037;Travessa Trinta e Um de Julho
03373-040;Rua José Pedro Varela
03373-050;Rua Tujucuê
